id	GeneSymbol	logFC	logCPM	PValue	FDR
ENSG00000226440.6	AL365214.2	-2.69586736	-2.632965086	0.330224049	1
ENSG00000226441.2	PLCL2-AS1	-5.13E-15	-2.897693815	1	1
ENSG00000226442.2	AC006037.1	-5.13E-15	-2.897693815	1	1
ENSG00000226443.3	GAPDHP32	-1.717700111	-2.781871654	0.720829492	1
ENSG00000226444.2	ACTR3BP6	1.580333098	-2.826589796	0.909090909	1
ENSG00000226445.1	BX322234.1	-1.688554113	-0.48455097	0.248891801	1
ENSG00000226446.1	NOTCH2P1	-1.103984344	-2.838523034	1	1
ENSG00000226447.1	AL117337.1	-5.13E-15	-2.897693815	1	1
ENSG00000226448.1	RPL7AP51	-5.13E-15	-2.897693815	1	1
ENSG00000226449.1	CDY5P	-5.13E-15	-2.897693815	1	1
ENSG00000226450.2	CYP2D8P	-0.794772701	-1.070515596	0.349227832	1
ENSG00000226453.1	AL355294.1	2.046886009	-2.40593661	0.160726102	1
ENSG00000226454.1	AL033380.1	-5.13E-15	-2.897693815	1	1
ENSG00000226455.1	AL121787.1	-5.13E-15	-2.897693815	1	1
ENSG00000226457.1	AL358794.1	-1.116279837	-2.836473991	1	1
ENSG00000226461.3	OR10G5P	-5.13E-15	-2.897693815	1	1
ENSG00000226465.1	AL390198.1	1.22036309	-1.691724968	0.351284776	1
ENSG00000226466.2	RPA2P2	-5.13E-15	-2.897693815	1	1
ENSG00000226468.2	AC018641.1	-1.116277939	-2.836473991	1	1
ENSG00000226469.1	ADAM1B	-1.428084076	-1.693545261	0.27877116	1
ENSG00000226470.1	RPS29P33	-5.13E-15	-2.897693815	1	1
ENSG00000226472.6	AC008013.1	0.546420729	-1.914563824	0.754924526	1
ENSG00000226473.2	AC079807.1	-5.13E-15	-2.897693815	1	1
ENSG00000226474.1	AP000532.1	-5.13E-15	-2.897693815	1	1
ENSG00000226476.2	LINC01748	-2.510289978	-2.668249365	0.441871571	1
ENSG00000226477.1	AC245028.1	-5.13E-15	-2.897693815	1	1
ENSG00000226478.3	UPF3AP1	-1.445279495	-2.809896124	1	1
ENSG00000226479.3	TMEM185B	0.438443891	5.324831042	0.414113005	1
ENSG00000226480.1	OR7H1P	-5.13E-15	-2.897693815	1	1
ENSG00000226481.3	ACTR3BP2	-1.103983828	-2.838523034	1	1
ENSG00000226482.1	ADIPOQ-AS1	-5.13E-15	-2.897693815	1	1
ENSG00000226483.2	AL392088.1	-5.13E-15	-2.897693815	1	1
ENSG00000226484.2	AL606516.1	-5.13E-15	-2.897693815	1	1
ENSG00000226485.1	RBM22P3	-5.13E-15	-2.897693815	1	1
ENSG00000226486.1	LINC01035	-5.13E-15	-2.897693815	1	1
ENSG00000226487.1	AL139254.1	-5.13E-15	-2.897693815	1	1
ENSG00000226488.1	LINC01824	-0.256835586	-2.887447172	1	1
ENSG00000226489.1	AC104308.1	-5.13E-15	-2.897693815	1	1
ENSG00000226490.1	AC138647.1	-5.13E-15	-2.897693815	1	1
ENSG00000226491.1	FTOP1	-5.13E-15	-2.897693815	1	1
ENSG00000226493.1	RPL26P27	-0.836149485	-2.609621796	0.818100797	1
ENSG00000226496.2	LINC00323	-3.826886018	-2.325630322	0.137988622	1
ENSG00000226497.1	AL593854.1	-5.13E-15	-2.897693815	1	1
ENSG00000226498.2	RPSAP21	-2.701165753	-2.633935843	0.347328016	1
ENSG00000226499.1	AL136380.1	-5.13E-15	-2.897693815	1	1
ENSG00000226500.2	AC243772.1	-5.13E-15	-2.897693815	1	1
ENSG00000226501.2	USF1P1	-2.108328152	-2.737405598	0.743227191	1
ENSG00000226502.2	KRT8P27	-5.13E-15	-2.897693815	1	1
ENSG00000226504.1	TMEM167AP1	-5.13E-15	-2.897693815	1	1
ENSG00000226506.4	AC007463.1	-5.13E-15	-2.897693815	1	1
ENSG00000226507.1	IPMKP1	-1.103984111	-2.838523034	1	1
ENSG00000226508.1	LINC01918	-1.529379549	-2.487349903	0.542685969	1
ENSG00000226509.1	AC005588.1	-5.13E-15	-2.897693815	1	1
ENSG00000226510.1	UPK1A-AS1	-2.911233965	-1.79296594	0.147672815	1
ENSG00000226515.1	AC004386.2	-5.13E-15	-2.897693815	1	1
ENSG00000226516.6	FAM138B	-2.9304171	-2.584263958	0.363187969	1
ENSG00000226519.1	LINC00390	-0.165930969	-2.718199992	1	1
ENSG00000226520.1	KIRREL-IT1	-0.230012025	-2.215979048	1	1
ENSG00000226522.1	AC004994.1	-5.13E-15	-2.897693815	1	1
ENSG00000226523.1	AC074375.1	-5.13E-15	-2.897693815	1	1
ENSG00000226525.5	RPS7P10	1.589721355	-2.825895399	0.909090909	1
ENSG00000226526.1	AL049569.1	-2.498790865	-2.671883955	0.452864484	1
ENSG00000226527.1	AP000289.1	-5.13E-15	-2.897693815	1	1
ENSG00000226529.1	MTND1P1	-5.13E-15	-2.897693815	1	1
ENSG00000226530.1	AL158055.1	-2.108307947	-2.737405598	0.743210389	1
ENSG00000226532.1	AL022718.1	-5.13E-15	-2.897693815	1	1
ENSG00000226533.1	BTBD9-AS1	-5.13E-15	-2.897693815	1	1
ENSG00000226534.1	AP000552.2	-5.13E-15	-2.897693815	1	1
ENSG00000226536.1	SETP15	-5.13E-15	-2.897693815	1	1
ENSG00000226537.2	OR7E33P	-5.13E-15	-2.897693815	1	1
ENSG00000226539.1	AC012512.1	1.542918284	-2.667602806	0.589704677	1
ENSG00000226540.2	GAPDHP73	0.475491931	-2.7702642	1	1
ENSG00000226541.1	AL359633.1	-5.13E-15	-2.897693815	1	1
ENSG00000226542.1	AC114814.1	-5.13E-15	-2.897693815	1	1
ENSG00000226543.3	MYL6P1	-5.13E-15	-2.897693815	1	1
ENSG00000226544.4	RPL7P22	-0.080508983	-2.894671886	1	1
ENSG00000226545.1	AL357552.1	-5.13E-15	-2.897693815	1	1
ENSG00000226547.2	SSU72P1	-5.13E-15	-2.897693815	1	1
ENSG00000226548.1	AC016722.1	-5.13E-15	-2.897693815	1	1
ENSG00000226549.3	SCDP1	-2.520106164	-2.667805743	0.54859365	1
ENSG00000226552.2	BX284613.1	-1.103983571	-2.838523034	1	1
ENSG00000226553.1	AC018735.1	0.43599537	-2.667588007	1	1
ENSG00000226554.1	MTCL1P1	-5.13E-15	-2.897693815	1	1
ENSG00000226555.1	AGKP1	-5.13E-15	-2.897693815	1	1
ENSG00000226556.2	NPM1P49	-5.13E-15	-2.897693815	1	1
ENSG00000226557.1	TRAF6P1	-5.13E-15	-2.897693815	1	1
ENSG00000226558.1	AL590383.1	-5.13E-15	-2.897693815	1	1
ENSG00000226562.3	CYP4F26P	1.753910526	-1.837664315	0.259487384	1
ENSG00000226564.1	FTH1P20	-5.13E-15	-2.897693815	1	1
ENSG00000226565.1	AL445493.1	-5.13E-15	-2.897693815	1	1
ENSG00000226566.2	AL390962.1	-5.13E-15	-2.897693815	1	1
ENSG00000226567.1	LINC00606	-3.755228733	-2.356073038	0.148711988	1
ENSG00000226570.2	AL450304.1	-1.11628008	-2.836473991	1	1
ENSG00000226571.1	AL158850.1	-1.686513793	-2.791586362	1	1
ENSG00000226572.1	SNORD57	-5.13E-15	-2.897693815	1	1
ENSG00000226573.1	AC003071.2	-5.13E-15	-2.897693815	1	1
ENSG00000226576.1	AC060234.1	-5.13E-15	-2.897693815	1	1
ENSG00000226577.1	MICC	-5.13E-15	-2.897693815	1	1
ENSG00000226579.1	MTCYBP31	-5.13E-15	-2.897693815	1	1
ENSG00000226580.1	RPL39P40	-5.13E-15	-2.897693815	1	1
ENSG00000226581.1	AC092634.3	-2.260401194	-2.705800542	0.436536985	1
ENSG00000226582.1	UBE2V1P5	-5.13E-15	-2.897693815	1	1
ENSG00000226587.1	AC006455.1	-5.13E-15	-2.897693815	1	1
ENSG00000226590.1	UBE2V1P10	-5.13E-15	-2.897693815	1	1
ENSG00000226592.1	AC004911.1	1.149961634	-2.706970142	0.882486845	1
ENSG00000226594.1	AL356421.2	-5.13E-15	-2.897693815	1	1
ENSG00000226595.1	AC245291.1	-5.13E-15	-2.897693815	1	1
ENSG00000226597.1	IFNWP9	-5.13E-15	-2.897693815	1	1
ENSG00000226598.1	---	-1.750869041	-2.777895002	0.716079448	1
ENSG00000226599.1	AL450344.2	-5.13E-15	-2.897693815	1	1
ENSG00000226600.3	CT47A9	-5.13E-15	-2.897693815	1	1
ENSG00000226601.1	AL359979.1	-5.13E-15	-2.897693815	1	1
ENSG00000226604.2	PAPPA-AS2	0.577120205	-2.767303852	1	1
ENSG00000226605.1	AC092567.1	-5.13E-15	-2.897693815	1	1
ENSG00000226608.3	FTLP3	-5.13E-15	-2.897693815	1	1
ENSG00000226609.1	AL390067.1	-5.13E-15	-2.897693815	1	1
ENSG00000226611.2	OFD1P2Y	-5.13E-15	-2.897693815	1	1
ENSG00000226616.1	OR52M2P	-5.13E-15	-2.897693815	1	1
ENSG00000226617.1	RPL21P110	-5.13E-15	-2.897693815	1	1
ENSG00000226619.1	AL137001.1	-5.13E-15	-2.897693815	1	1
ENSG00000226620.6	LINC00343	-5.13E-15	-2.897693815	1	1
ENSG00000226621.1	AC083855.1	-5.13E-15	-2.897693815	1	1
ENSG00000226622.4	AC092155.1	-5.13E-15	-2.897693815	1	1
ENSG00000226624.1	AC005099.1	-1.228800344	-2.338778125	0.533355199	1
ENSG00000226625.1	RBM17P1	0.591749953	-2.658751603	0.874064663	1
ENSG00000226626.2	NOP56P2	1.566366093	-2.828661336	0.909090909	1
ENSG00000226627.1	SHANK2-AS1	-2.940016183	-2.585118213	0.199999341	1
ENSG00000226629.1	LINC00974	-2.509275683	-2.669681516	0.4553349	1
ENSG00000226631.1	SLC9A3P3	-2.837945168	-2.602517642	0.196431058	1
ENSG00000226632.1	UBE2V1P1	-2.060484153	-2.74639756	0.647987278	1
ENSG00000226633.2	PPIAP28	1.52314639	-2.837679161	0.909090909	1
ENSG00000226636.1	AC006020.1	-1.717701345	-2.781871654	0.720815357	1
ENSG00000226640.2	AL357793.1	-5.13E-15	-2.897693815	1	1
ENSG00000226641.1	AL391647.1	-5.13E-15	-2.897693815	1	1
ENSG00000226642.1	ACTG1P12	-5.13E-15	-2.897693815	1	1
ENSG00000226643.2	AL513314.1	-5.13E-15	-2.897693815	1	1
ENSG00000226644.4	AL121899.1	1.719083502	-2.103641216	0.275601277	1
ENSG00000226645.1	AP006216.1	-5.13E-15	-2.897693815	1	1
ENSG00000226646.1	RPL7P37	-0.263000364	-2.43761097	0.959252113	1
ENSG00000226649.1	AC019118.1	-5.13E-15	-2.897693815	1	1
ENSG00000226650.5	KIF4B	-0.988913739	-1.917503518	0.460228606	1
ENSG00000226652.2	PSMD10P2	-0.16565019	-1.54407266	1	1
ENSG00000226653.2	OR13Z1P	-1.731269698	-2.779882722	0.633461983	1
ENSG00000226655.1	AC096732.1	-5.13E-15	-2.897693815	1	1
ENSG00000226658.1	RPL23AP30	-2.461447818	-2.680680928	0.398539384	1
ENSG00000226659.1	AC021028.1	-0.096052943	-1.984321764	0.989368057	1
ENSG00000226660.2	TRBV2	-5.13E-15	-2.897693815	1	1
ENSG00000226661.1	AC004973.1	-0.145660255	-2.716230383	1	1
ENSG00000226662.2	CHMP1AP1	-5.13E-15	-2.897693815	1	1
ENSG00000226663.2	MTND4P10	-1.103983221	-2.838523034	1	1
ENSG00000226664.1	AL020998.1	-5.13E-15	-2.897693815	1	1
ENSG00000226665.1	SSR1P2	-5.13E-15	-2.897693815	1	1
ENSG00000226666.1	HSPA9P1	-0.906421021	-2.612727519	0.818428034	1
ENSG00000226668.4	AL136981.1	-1.750867814	-2.777895002	0.716050796	1
ENSG00000226669.2	AL354977.1	-5.13E-15	-2.897693815	1	1
ENSG00000226670.1	BCAS2P3	-1.103982857	-2.838523034	1	1
ENSG00000226671.1	AC005008.1	-5.13E-15	-2.897693815	1	1
ENSG00000226673.1	LINC01108	-1.633312483	-2.437951451	0.371410449	1
ENSG00000226676.1	BX248123.1	-5.13E-15	-2.897693815	1	1
ENSG00000226677.3	IGBP1P1	-2.614269935	-2.641573592	0.267154577	1
ENSG00000226679.1	AL606748.1	1.038701195	-2.693762813	0.876025126	1
ENSG00000226680.2	AC073311.1	-5.13E-15	-2.897693815	1	1
ENSG00000226681.1	AC020595.1	-5.13E-15	-2.897693815	1	1
ENSG00000226683.2	PWWP2AP1	-5.13E-15	-2.897693815	1	1
ENSG00000226684.2	---	-5.13E-15	-2.897693815	1	1
ENSG00000226685.4	CT47A12	-1.721031491	-2.7817849	0.632423761	1
ENSG00000226688.5	ENTPD1-AS1	-0.400554731	1.42183334	0.539784976	1
ENSG00000226690.5	AC013470.2	2.296056827	-2.75868848	0.512285229	1
ENSG00000226693.1	NXNP1	-1.103984889	-2.838523034	1	1
ENSG00000226694.2	AL441943.1	-5.13E-15	-2.897693815	1	1
ENSG00000226695.1	ANKRD20A10P	0.619312203	-2.683700084	0.87658145	1
ENSG00000226696.4	LENG8-AS1	-0.904732842	0.46874976	0.246891529	1
ENSG00000226698.1	AL034380.1	-5.13E-15	-2.897693815	1	1
ENSG00000226699.1	AL360181.1	-1.098257918	-2.848557381	1	1
ENSG00000226700.1	MTND4P25	-5.13E-15	-2.897693815	1	1
ENSG00000226701.1	RPL15P14	0.81225064	-2.698662441	0.887981648	1
ENSG00000226702.1	MIR217HG	-5.13E-15	-2.897693815	1	1
ENSG00000226703.1	NPM1P4	-5.13E-15	-2.897693815	1	1
ENSG00000226705.1	SDCBPP1	-5.13E-15	-2.897693815	1	1
ENSG00000226706.1	AL161452.1	-0.379434019	-0.458318565	0.681305159	1
ENSG00000226707.1	AL359458.1	-5.13E-15	-2.897693815	1	1
ENSG00000226708.1	AC073409.1	-5.13E-15	-2.897693815	1	1
ENSG00000226709.1	FGF12-AS3	-5.13E-15	-2.897693815	1	1
ENSG00000226711.5	FAM66C	-0.619860127	-0.345781229	0.581000199	1
ENSG00000226715.1	LINC01709	-5.13E-15	-2.897693815	1	1
ENSG00000226716.1	AL589986.1	-5.13E-15	-2.897693815	1	1
ENSG00000226717.2	PTPRD-AS2	-5.13E-15	-2.897693815	1	1
ENSG00000226718.1	SNRPGP8	-5.13E-15	-2.897693815	1	1
ENSG00000226721.2	EEF1DP2	1.667075144	0.235499161	0.157958638	1
ENSG00000226722.3	LINC00424	-5.13E-15	-2.897693815	1	1
ENSG00000226723.2	AL513175.1	2.329991165	-2.757202346	0.456154133	1
ENSG00000226724.1	AC109780.2	-5.13E-15	-2.897693815	1	1
ENSG00000226725.2	PABPC1L2B-AS1	-0.653108417	-2.867779331	1	1
ENSG00000226726.1	TMEM256P2	-5.13E-15	-2.897693815	1	1
ENSG00000226729.3	AC004815.1	-5.13E-15	-2.897693815	1	1
ENSG00000226733.1	AL138826.1	-5.13E-15	-2.897693815	1	1
ENSG00000226734.1	SNRPGP12	-5.13E-15	-2.897693815	1	1
ENSG00000226738.1	U62317.1	-5.13E-15	-2.897693815	1	1
ENSG00000226739.1	AL358972.1	-5.13E-15	-2.897693815	1	1
ENSG00000226741.1	AL020994.2	-3.340869973	-2.483023344	0.230934757	1
ENSG00000226744.1	AC005326.1	-5.13E-15	-2.897693815	1	1
ENSG00000226745.2	AL512599.1	-5.13E-15	-2.897693815	1	1
ENSG00000226747.5	AC007966.1	-5.13E-15	-2.897693815	1	1
ENSG00000226750.1	AL360271.2	-5.13E-15	-2.897693815	1	1
ENSG00000226751.2	AF127936.1	-5.13E-15	-2.897693815	1	1
ENSG00000226752.6	PSMD5-AS1	-0.213490651	2.727752595	0.804784267	1
ENSG00000226753.1	AL451105.1	-5.13E-15	-2.897693815	1	1
ENSG00000226754.1	AL606760.1	0.408617094	-0.343156748	0.709364697	1
ENSG00000226755.2	VPS25P1	-1.625234127	-2.79306596	1	1
ENSG00000226756.1	AC007365.1	-1.803448269	-2.418535753	0.279391004	1
ENSG00000226757.2	PP12613	-3.867854237	-2.308227808	0.132241199	1
ENSG00000226758.1	DISC1-IT1	-2.250773431	-2.295449721	0.223037155	1
ENSG00000226759.6	DAB1-AS1	1.649859264	-2.817866736	0.909090909	1
ENSG00000226761.3	TAS2R46	-2.964102602	-2.576631402	0.363231957	1
ENSG00000226762.1	AL451164.1	-5.13E-15	-2.897693815	1	1
ENSG00000226763.4	SRRM5	-0.143048957	0.197061437	0.870750531	1
ENSG00000226764.2	AC010145.1	-5.13E-15	-2.897693815	1	1
ENSG00000226765.1	RPSAP33	-1.116277099	-2.836473991	1	1
ENSG00000226766.1	FABP7P1	-1.103986918	-2.838523034	1	1
ENSG00000226767.1	AC114501.1	-5.13E-15	-2.897693815	1	1
ENSG00000226769.1	GAPDHP54	-1.103988944	-2.838523034	1	1
ENSG00000226770.1	AC000124.1	-5.13E-15	-2.897693815	1	1
ENSG00000226771.1	AP001136.1	-5.13E-15	-2.897693815	1	1
ENSG00000226772.1	AL021393.1	-5.13E-15	-2.897693815	1	1
ENSG00000226773.1	AL663109.1	-5.13E-15	-2.897693815	1	1
ENSG00000226774.1	AC073910.1	-2.47251456	-2.675315754	0.550136861	1
ENSG00000226776.1	KRTAP3-4P	-5.13E-15	-2.897693815	1	1
ENSG00000226779.1	NAALADL2-AS2	-5.13E-15	-2.897693815	1	1
ENSG00000226780.1	AC244035.2	-5.13E-15	-2.897693815	1	1
ENSG00000226781.1	TBCAP1	-5.13E-15	-2.897693815	1	1
ENSG00000226782.2	AC117465.1	-5.13E-15	-2.897693815	1	1
ENSG00000226783.1	TLK1P1	-5.13E-15	-2.897693815	1	1
ENSG00000226784.2	PGAM4	2.390261356	-2.38438563	0.123251541	1
ENSG00000226785.1	AC068599.1	-5.13E-15	-2.897693815	1	1
ENSG00000226786.2	---	-5.13E-15	-2.897693815	1	1
ENSG00000226790.3	HNRNPA3P1	-0.628548409	-2.527110881	1	1
ENSG00000226792.5	LINC00371	-3.777687831	-2.350565824	0.137209461	1
ENSG00000226794.1	MTND1P20	-5.13E-15	-2.897693815	1	1
ENSG00000226797.1	AC005828.1	-1.686514046	-2.791586362	1	1
ENSG00000226798.1	AL138749.1	-1.702137883	-2.787463135	0.626616508	1
ENSG00000226800.5	CACTIN-AS1	-0.46797705	-0.68356185	0.640333741	1
ENSG00000226801.2	OSTCP8	-1.209054081	-2.557714905	0.585872407	1
ENSG00000226802.1	AL442647.2	-5.13E-15	-2.897693815	1	1
ENSG00000226804.4	AL359839.1	-1.717700717	-2.781871654	0.720822556	1
ENSG00000226806.1	AC011893.1	-2.143452735	-2.729083723	0.659524769	1
ENSG00000226807.5	MROH5	2.092458368	-2.607244151	0.407869474	1
ENSG00000226808.1	LINC00840	-1.10398984	-2.838523034	1	1
ENSG00000226810.3	AC112198.1	-1.103988705	-2.838523034	1	1
ENSG00000226812.2	AL117382.1	-5.13E-15	-2.897693815	1	1
ENSG00000226813.2	LINC01941	-5.13E-15	-2.897693815	1	1
ENSG00000226814.2	AL035407.1	-1.103988942	-2.838523034	1	1
ENSG00000226819.1	MEIS1-AS3	-5.13E-15	-2.897693815	1	1
ENSG00000226820.2	AL592049.1	-1.103992772	-2.838523034	1	1
ENSG00000226822.1	AL390036.1	-5.13E-15	-2.897693815	1	1
ENSG00000226823.1	SUGT1P1	-1.562514836	-2.801338264	1	1
ENSG00000226824.5	AC006001.2	-1.050809409	-1.748311473	0.445919561	1
ENSG00000226825.1	LINC01509	-5.13E-15	-2.897693815	1	1
ENSG00000226827.1	NPM1P11	-5.13E-15	-2.897693815	1	1
ENSG00000226828.1	AL591885.1	-5.13E-15	-2.897693815	1	1
ENSG00000226829.1	AC093655.1	-5.13E-15	-2.897693815	1	1
ENSG00000226831.1	MED15P3	-5.13E-15	-2.897693815	1	1
ENSG00000226833.4	AC092164.1	0.104787396	-1.368909003	1	1
ENSG00000226835.1	AC097059.1	0.16093322	-1.159185914	0.93292654	1
ENSG00000226836.5	AC018437.1	-5.13E-15	-2.897693815	1	1
ENSG00000226837.2	HMGB1P32	-5.13E-15	-2.897693815	1	1
ENSG00000226838.1	AC096582.1	-5.13E-15	-2.897693815	1	1
ENSG00000226839.1	MTND6P11	-5.13E-15	-2.897693815	1	1
ENSG00000226840.1	PAICSP3	-5.13E-15	-2.897693815	1	1
ENSG00000226842.1	AL158834.1	-1.09825921	-2.848557381	1	1
ENSG00000226843.1	AL606753.1	-5.13E-15	-2.897693815	1	1
ENSG00000226845.1	EEF1GP3	-1.103992417	-2.838523034	1	1
ENSG00000226846.1	LINC00348	-5.13E-15	-2.897693815	1	1
ENSG00000226847.1	PRPS1P1	-1.10399312	-2.838523034	1	1
ENSG00000226849.1	AL109811.1	-0.717527404	-0.747503367	0.505243964	1
ENSG00000226851.1	AC004112.1	-5.13E-15	-2.897693815	1	1
ENSG00000226853.2	AC010894.2	0.197575019	-0.944566183	0.887879316	1
ENSG00000226855.1	RPSAP17	-1.103993053	-2.838523034	1	1
ENSG00000226857.1	DUTP3	-5.13E-15	-2.897693815	1	1
ENSG00000226859.1	LINC02051	1.523139299	-2.837679161	0.909090909	1
ENSG00000226860.1	AC109638.1	-5.13E-15	-2.897693815	1	1
ENSG00000226861.1	AL390835.1	-5.13E-15	-2.897693815	1	1
ENSG00000226862.1	AC104463.2	-1.2903315	-2.815677989	1	1
ENSG00000226863.1	SHROOM2P1	-5.13E-15	-2.897693815	1	1
ENSG00000226867.1	AC244505.4	-5.13E-15	-2.897693815	1	1
ENSG00000226868.1	AC096637.1	-5.13E-15	-2.897693815	1	1
ENSG00000226869.5	LHFPL3-AS1	-1.103992624	-2.838523034	1	1
ENSG00000226870.2	BX276092.2	0.475491682	-2.7702642	1	1
ENSG00000226871.1	AC135178.1	-5.13E-15	-2.897693815	1	1
ENSG00000226872.1	AC002472.1	-0.037907694	-2.717261526	1	1
ENSG00000226873.1	CDY14P	-5.13E-15	-2.897693815	1	1
ENSG00000226874.1	AC005154.2	-1.717699857	-2.781871654	0.720832406	1
ENSG00000226875.1	ZNF877P	-5.13E-15	-2.897693815	1	1
ENSG00000226876.2	AC092801.1	-5.13E-15	-2.897693815	1	1
ENSG00000226877.6	AL354733.1	-1.622338971	-2.794411132	1	1
ENSG00000226878.1	GSTM3P2	-5.13E-15	-2.897693815	1	1
ENSG00000226881.5	H3F3AP5	-5.13E-15	-2.897693815	1	1
ENSG00000226883.1	AL035416.1	-1.10399365	-2.838523034	1	1
ENSG00000226884.1	RPS29P10	-5.13E-15	-2.897693815	1	1
ENSG00000226885.1	E2F6P3	-5.13E-15	-2.897693815	1	1
ENSG00000226886.1	AC093787.1	-5.13E-15	-2.897693815	1	1
ENSG00000226888.2	RPLP1P10	-5.13E-15	-2.897693815	1	1
ENSG00000226889.3	AL359541.1	-1.103995764	-2.838523034	1	1
ENSG00000226890.1	Z97652.1	-5.13E-15	-2.897693815	1	1
ENSG00000226891.5	LINC01359	-3.394054636	-2.470012729	0.140767817	1
ENSG00000226899.1	AL731577.1	-2.45466691	-2.682565337	0.396584897	1
ENSG00000226900.1	AL451069.1	-2.323638756	-2.694841891	0.442490629	1
ENSG00000226902.1	CHCHD2P1	-5.13E-15	-2.897693815	1	1
ENSG00000226903.1	LINC00354	-5.13E-15	-2.897693815	1	1
ENSG00000226905.1	AC005040.1	-1.103997875	-2.838523034	1	1
ENSG00000226906.1	TTTY4	-5.13E-15	-2.897693815	1	1
ENSG00000226908.1	HIST1H2BPS3	-5.13E-15	-2.897693815	1	1
ENSG00000226912.1	ISCA2P1	-5.13E-15	-2.897693815	1	1
ENSG00000226915.1	AC068137.1	-5.13E-15	-2.897693815	1	1
ENSG00000226917.4	LINC01276	-5.13E-15	-2.897693815	1	1
ENSG00000226918.1	AC010086.1	-5.13E-15	-2.897693815	1	1
ENSG00000226919.1	AL365184.1	-5.13E-15	-2.897693815	1	1
ENSG00000226920.1	AL160004.1	-5.13E-15	-2.897693815	1	1
ENSG00000226921.5	LINC00454	-1.686499167	-2.791586362	1	1
ENSG00000226925.1	AC007271.1	-5.13E-15	-2.897693815	1	1
ENSG00000226926.5	PDZPH1P	-1.731271134	-2.779882722	0.633470648	1
ENSG00000226927.1	AL451081.1	-5.13E-15	-2.897693815	1	1
ENSG00000226929.3	CT47A11	-5.13E-15	-2.897693815	1	1
ENSG00000226930.1	GTF2IP2	-1.116274118	-2.836473991	1	1
ENSG00000226933.1	NRBF2P2	-1.717697705	-2.781871654	0.720857058	1
ENSG00000226935.5	LINC00161	-2.500845643	-2.260461054	0.33567101	1
ENSG00000226937.8	CEP164P1	-2.09910398	-1.423826288	0.319085451	1
ENSG00000226938.1	AC119428.1	-5.13E-15	-2.897693815	1	1
ENSG00000226939.1	AC062021.1	-5.13E-15	-2.897693815	1	1
ENSG00000226941.6	RBMY1J	-5.13E-15	-2.897693815	1	1
ENSG00000226943.3	ALG1L5P	-2.607255358	-2.653913879	0.436764158	1
ENSG00000226944.1	AL031847.1	1.642036668	-2.370818876	0.300646033	1
ENSG00000226945.1	AC098935.1	-5.13E-15	-2.897693815	1	1
ENSG00000226946.1	AC062022.1	-5.13E-15	-2.897693815	1	1
ENSG00000226947.1	AL139247.1	-5.13E-15	-2.897693815	1	1
ENSG00000226948.1	RPS4XP2	1.580332606	-2.826589796	0.909090909	1
ENSG00000226949.1	OR6K5P	-5.13E-15	-2.897693815	1	1
ENSG00000226950.5	DANCR	0.697842669	6.262808647	0.210246279	1
ENSG00000226952.1	AC093019.1	-5.13E-15	-2.897693815	1	1
ENSG00000226953.6	AC010890.1	-5.13E-15	-2.897693815	1	1
ENSG00000226955.1	AC104306.2	-5.13E-15	-2.897693815	1	1
ENSG00000226956.1	AP000432.1	-5.13E-15	-2.897693815	1	1
ENSG00000226957.1	AL358075.1	-1.717697201	-2.781871654	0.720862838	1
ENSG00000226958.1	---	0.12241805	11.22611188	0.789280464	1
ENSG00000226960.1	MTCO1P21	-1.103997884	-2.838523034	1	1
ENSG00000226961.3	AC099344.1	-5.13E-15	-2.897693815	1	1
ENSG00000226962.1	RAC1P6	-5.13E-15	-2.897693815	1	1
ENSG00000226963.1	AC078883.2	2.14617542	-2.525564067	0.251563845	1
ENSG00000226964.1	RHEBP2	1.193364018	0.642548085	0.240217873	1
ENSG00000226967.1	HAUS4P1	-5.13E-15	-2.897693815	1	1
ENSG00000226968.1	LINC00423	-5.13E-15	-2.897693815	1	1
ENSG00000226969.1	AL391845.1	1.523120653	-2.837679161	0.909090909	1
ENSG00000226970.2	AL450063.1	-1.116280251	-2.836473991	1	1
ENSG00000226971.1	AL606490.2	-5.13E-15	-2.897693815	1	1
ENSG00000226972.2	RPL12P19	-5.13E-15	-2.897693815	1	1
ENSG00000226973.1	AL512638.1	-1.116286376	-2.836473991	1	1
ENSG00000226975.1	AC006987.1	-5.13E-15	-2.897693815	1	1
ENSG00000226976.3	COX6A1P2	-1.175126784	-2.487406404	0.461055082	1
ENSG00000226977.1	HMGN1P24	-5.13E-15	-2.897693815	1	1
ENSG00000226978.1	MAGI2-AS2	-5.13E-15	-2.897693815	1	1
ENSG00000226979.7	LTA	-0.369425286	-2.337335422	1	1
ENSG00000226981.2	ABHD17AP6	0.813873689	-2.866910433	1	1
ENSG00000226982.4	CENPCP1	-1.757576181	-2.774984798	0.63751509	1
ENSG00000226983.2	LINC01692	-5.13E-15	-2.897693815	1	1
ENSG00000226984.1	AL035410.1	-1.717697431	-2.781871654	0.720860197	1
ENSG00000226985.4	LINC01203	-5.13E-15	-2.897693815	1	1
ENSG00000226986.4	AC092017.1	1.553419101	-2.834747769	0.909090909	1
ENSG00000226987.1	AL157938.1	-5.13E-15	-2.897693815	1	1
ENSG00000226989.1	AL049758.1	-1.116292494	-2.836473991	1	1
ENSG00000226990.1	AC025946.1	-5.13E-15	-2.897693815	1	1
ENSG00000226991.2	AC140479.1	-5.13E-15	-2.897693815	1	1
